subfamily	tribe	genus	species	subspecies	status	senior synonym	fossil
Cerapachyinae	Cerapachyini	Cerapachys	brachynodus		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	braunsi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	braytoni		valid		
Cerapachyinae	Cerapachyini	Cerapachys	brevicollis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	brevis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	bryanti		valid		
Cerapachyinae	Cerapachyini	Cerapachys	butteli		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	castaneus		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	centurio		valid		
Cerapachyinae	Cerapachyini	Cerapachys	ceylonica		recombined		
Cerapachyinae	Cerapachyini	Cerapachys	clarki		valid		
Cerapachyinae	Cerapachyini	Cerapachys	clarus		homonym		
Cerapachyinae	Cerapachyini	Cerapachys	clarus		recombined		
Cerapachyinae	Cerapachyini	Cerapachys	coecus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	cohici		valid		
Cerapachyinae	Cerapachyini	Cerapachys	collingwoodi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	congolensis		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	conservatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	constrictus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	cooperi		homonym		
Cerapachyinae	Cerapachyini	Cerapachys	cooperi		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	cooperi		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	coxalis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	crassus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	crawleyi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	cribrinodis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	cryptus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	daikoku		valid		
Cerapachyinae	Cerapachyini	Cerapachys	davisi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	decorsei		valid		
Cerapachyinae	Cerapachyini	Cerapachys	desertorum		valid		
Cerapachyinae	Cerapachyini	Cerapachys	desposyne		valid		
Cerapachyinae	Cerapachyini	Cerapachys	dohertyi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	dominulus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	doryloides		valid		
Cerapachyinae	Cerapachyini	Cerapachys	dromus		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	dumbletoni		valid		
Cerapachyinae	Cerapachyini	Cerapachys	edentatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	eguchii		valid		
Cerapachyinae	Cerapachyini	Cerapachys	eidmanni		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	elegans		valid		
Cerapachyinae	Cerapachyini	Cerapachys	emeryi		homonym		
Cerapachyinae	Cerapachyini	Cerapachys	emeryi		recombined		
Cerapachyinae	Cerapachyini	Cerapachys	faurei		valid		
Cerapachyinae	Cerapachyini	Cerapachys	femoralis		recombined		
Cerapachyinae	Cerapachyini	Cerapachys	fervidus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	fici		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	ficosus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	flammeus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	flavaclavatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	flavescens		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	foreli		valid		
Cerapachyinae	Cerapachyini	Cerapachys	fossulatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	foveolatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	fragosus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	fuscior		valid		
Cerapachyinae	Cerapachyini	Cerapachys	gilesi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	grandis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	greavesi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	gwynethae		valid		
Cerapachyinae	Cerapachyini	Cerapachys	hashimotoi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	heros		valid		
Cerapachyinae	Cerapachyini	Cerapachys	hewitti		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	hewitti		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	hewitti		valid		
Cerapachyinae	Cerapachyini	Cerapachys	hondurianus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	humicola		valid		
Cerapachyinae	Cerapachyini	Cerapachys	ierensis		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	imerinensis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	inconspicuus		homonym		
Cerapachyinae	Cerapachyini	Cerapachys	inconspicuus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	incontentus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	indicus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	jacobsoni		homonym		
Cerapachyinae	Cerapachyini	Cerapachys	jacobsoni		valid		
Cerapachyinae	Cerapachyini	Cerapachys	jovis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	kenyensis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	kodecorum		valid		
Cerapachyinae	Cerapachyini	Cerapachys	kraepelinii		valid		
Cerapachyinae	Cerapachyini	Cerapachys	krombeini		valid		
Cerapachyinae	Cerapachyini	Cerapachys	lamborni		valid		
Cerapachyinae	Cerapachyini	Cerapachys	langi		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	larvatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	latiuscula		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	latus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	leae		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	lindrothi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	lividus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	longicornis		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	longitarsus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	luteoviger		valid		
Cerapachyinae	Cerapachyini	Cerapachys	luzuriagae		valid		
Cerapachyinae	Cerapachyini	Cerapachys	macrops		valid		
Cerapachyinae	Cerapachyini	Cerapachys	majusculus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	manni		valid		
Cerapachyinae	Cerapachyini	Cerapachys	marginatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	mayri		recombined		
Cerapachyinae	Cerapachyini	Cerapachys	mayri		valid		
Cerapachyinae	Cerapachyini	Cerapachys	mirandus		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	mjobergi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	muiri		valid		
Cerapachyinae	Cerapachyini	Cerapachys	mullewanus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	natalensis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	negrosensis		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	neotropicus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	newmani		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	niger		valid		
Cerapachyinae	Cerapachyini	Cerapachys	nigriventris		valid		
Cerapachyinae	Cerapachyini	Cerapachys	nitens		valid		
Cerapachyinae	Cerapachyini	Cerapachys	nitida		homonym		
Cerapachyinae	Cerapachyini	Cerapachys	nitida		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	nitidulus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	nkomoensis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	noctambulus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	occipitalis		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	oculatus		recombined		
Cerapachyinae	Cerapachyini	Cerapachys	opacus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	papuanus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	paradoxus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	parva		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	parvula		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	pawa		valid		
Cerapachyinae	Cerapachyini	Cerapachys	peringueyi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	picipes		valid		
Cerapachyinae	Cerapachyini	Cerapachys	pictus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	pigra		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	piliventris		valid		
Cerapachyinae	Cerapachyini	Cerapachys	piochardi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	polynikes		valid		
Cerapachyinae	Cerapachyini	Cerapachys	potteri		valid		
Cerapachyinae	Cerapachyini	Cerapachys	princeps		valid		
Cerapachyinae	Cerapachyini	Cerapachys	pruinosus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	pubescens		valid		
Cerapachyinae	Cerapachyini	Cerapachys	punctatissimus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	pusillus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	pygmaeus		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	reticulatus		homonym		
Cerapachyinae	Cerapachyini	Cerapachys	reticulatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	rhodesiana		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	risii		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	roberti		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	rotula		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	ruficornis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	rufithorax		valid		
Cerapachyinae	Cerapachyini	Cerapachys	rugulinodis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	salimani		valid		
Cerapachyinae	Cerapachyini	Cerapachys	santschii		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	sauteri		valid		
Cerapachyinae	Cerapachyini	Cerapachys	scrutator		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	sculpturatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	seini		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	senescens		valid		
Cerapachyinae	Cerapachyini	Cerapachys	sexspinus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	silvestrii		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	similis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	simmonsae		valid		
Cerapachyinae	Cerapachyini	Cerapachys	sinensis		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	singaporensis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	singularis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	sjostedti		valid		
Cerapachyinae	Cerapachyini	Cerapachys	splendens		valid		
Cerapachyinae	Cerapachyini	Cerapachys	sudanensis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	sulcinodis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	sumatrensis		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	superatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	suscitatus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	sylvicola		valid		
Cerapachyinae	Cerapachyini	Cerapachys	terricola		valid		
Cerapachyinae	Cerapachyini	Cerapachys	toltecus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	tulagi		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	turneri		valid		
Cerapachyinae	Cerapachyini	Cerapachys	typhlus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	validus		valid		
Cerapachyinae	Cerapachyini	Cerapachys	vandermeermohri		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	varians		valid		
Cerapachyinae	Cerapachyini	Cerapachys	variolosus		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	versicolor		valid		
Cerapachyinae	Cerapachyini	Cerapachys	vespula		valid		
Cerapachyinae	Cerapachyini	Cerapachys	villiersi		valid		
Cerapachyinae	Cerapachyini	Cerapachys	vitiensis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	wheeleri		synonym		
Cerapachyinae	Cerapachyini	Cerapachys	wittmeri		valid		
Cerapachyinae	Cerapachyini	Cerapachys	wroughtoni		valid		
Cerapachyinae	Cerapachyini	Cerapachys	xizangensis		valid		
Cerapachyinae	Cerapachyini	Cerapachys	zimmermani		valid		
Cerapachyinae	Cerapachyini	Procerapachys	annosus		valid		fossil
Cerapachyinae	Cerapachyini	Procerapachys	favosus		valid		fossil
Cerapachyinae	Cerapachyini	Procerapachys	sulcatus		valid		fossil
Cerapachyinae	Cerapachyini	Simopone	annettae		valid		
Cerapachyinae	Cerapachyini	Simopone	bakeri		valid		
Cerapachyinae	Cerapachyini	Simopone	chapmani		valid		
Cerapachyinae	Cerapachyini	Simopone	conciliatrix		valid		
Cerapachyinae	Cerapachyini	Simopone	conradti		valid		
Cerapachyinae	Cerapachyini	Simopone	emeryi		valid		
Cerapachyinae	Cerapachyini	Simopone	fulvinodis		valid		
Cerapachyinae	Cerapachyini	Simopone	grandidieri		valid		
Cerapachyinae	Cerapachyini	Simopone	grandis		valid		
Cerapachyinae	Cerapachyini	Simopone	gressitti		valid		
Cerapachyinae	Cerapachyini	Simopone	huode		valid		
Cerapachyinae	Cerapachyini	Simopone	laevissima		valid		
Cerapachyinae	Cerapachyini	Simopone	marleyi		valid		
Cerapachyinae	Cerapachyini	Simopone	matthiasi		valid		
Cerapachyinae	Cerapachyini	Simopone	mayri		homonym		
Cerapachyinae	Cerapachyini	Simopone	oculata		valid		
Cerapachyinae	Cerapachyini	Simopone	satagia		valid		
Cerapachyinae	Cerapachyini	Simopone	schoutedeni		valid		
Cerapachyinae	Cerapachyini	Simopone	wilburi		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	asper		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	brunnicornis		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	caledonicus		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	cedaris		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	chariensis		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	clarus		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	cribratus		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	duchaussoyi		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	emeryi		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	fallax		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	froggatti		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	fulvidus		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	fulvipes		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	furcatus		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	hackeri		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	hedwigae		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	hirsutus		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	imbecilis		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	manni		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	mjobergi		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	myops		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	nigricans		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	occidentalis		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	perstictus		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	rufiventris		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	septentrionalis		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	silaceus		synonym		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	stali		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	steinheili		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	taylori		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	trux		valid		
Cerapachyinae	Cerapachyini	Sphinctomyrmex	turneri		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	antillanus		valid		fossil
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	boliviae		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	brasiliensis		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	brevitarsus		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	darlingtoni		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	electrinus		valid		fossil
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	escobari		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	godmani		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	inopinatus		valid		fossil
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	longiceps		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	meinerti		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	parallelus		synonym		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	schmidti		synonym		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	striatus		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	tibialis		synonym		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	whymperi		valid		
Cerapachyinae	Cylindromyrmecini	Cylindromyrmex	williamsi		synonym		
Dolichoderinae	Bothriomyrmecini	Arnoldius	flavus		valid		
Dolichoderinae	Bothriomyrmecini	Arnoldius	scissor		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	adriacus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	adriacus	anatolicus	valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	anastasiae		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	atlantis		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	atlantis	inquilinus	valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	atlantis	perfidus	valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	bernardi		unavailable		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	breviceps		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	communistus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	corsicus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	corsicus	liguricus	valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	corsicus	mohelensis	valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	costae		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	crosi		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	cuculus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	dalyi		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	decapitans		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	dimmocki		recombined		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	emarginatus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	flavus		recombined		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	gallicus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	gibbus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	hispanicus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	ionius		synonym		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	iranicus		unavailable		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	jannonei		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	kusnezovi		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	laticeps		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	menozzii		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	meridionalis		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	meridionalis	hungaricus	valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	meridionalis	marocanus	valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	modestus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	myops		recombined		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	nigrescens		unavailable		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	pallidus		recombined		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	paradoxus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	pubens		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	pumicatus		unavailable		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	pusillus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	pusillus	aequalis	valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	regicidus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	rogeri		synonym		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	rossi		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	salsurae		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	saundersi		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	scissor		recombined		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	sicula		unavailable		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	syrius		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	turcomenicus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	urartus		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	walshi		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	wilsoni		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	wroughtoni		synonym	Bothriomyrmex wroughtonii	
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	wroughtonii		valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	wroughtonii	formosensis	valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	wroughtonii	javanus	valid		
Dolichoderinae	Bothriomyrmecini	Bothriomyrmex	wroughtonii	victoriae	valid		
Dolichoderinae	Bothriomyrmecini	Chronoxenus	butteli		valid		
Dolichoderinae	Bothriomyrmecini	Chronoxenus	minimum		synonym		
Dolichoderinae	Bothriomyrmecini	Chronoxenus	myops		valid		
Dolichoderinae	Bothriomyrmecini	Loweriella	boltoni		valid		
Dolichoderinae	Bothriomyrmecini	Ravavy	miafina		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	abietis		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	abruptus		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	affectus		valid		fossil
Dolichoderinae	Dolichoderini	Dolichoderus	affinis		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	affinis	glabripes	valid		
Dolichoderinae	Dolichoderini	Dolichoderus	affinis	mus	valid		
Dolichoderinae	Dolichoderini	Dolichoderus	albatus		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	analis		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	andinus		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	anglicus		valid		fossil
Dolichoderinae	Dolichoderini	Dolichoderus	angusticornis		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	anthracinus		valid		fossil
Dolichoderinae	Dolichoderini	Dolichoderus	antiquus		valid		fossil
Dolichoderinae	Dolichoderini	Dolichoderus	arboricola		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	armstrongi		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	aterrimus		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	atra		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	atriceps		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	attelaboides		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	attenuatus		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	auromaculatus		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	australis		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	baenae		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	bahiana		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	balticus		valid		fossil
Dolichoderinae	Dolichoderini	Dolichoderus	beccarii		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	beutenmuelleri		synonym		
Dolichoderinae	Dolichoderini	Dolichoderus	bidens		valid		
Dolichoderinae	Dolichoderini	Dolichoderus	bifurcatus		synonym		
