subfamily	tribe	genus	species	subspecies	status	senior synonym	fossil
Formicinae	Camponotini	Camponotus	quadriceps	curvatus	valid		
Formicinae	Camponotini	Camponotus	quadriceps	nanulus	valid		
Formicinae	Camponotini	Camponotus	quadrilaterus		homonym		
Formicinae	Camponotini	Camponotus	quadrilaterus		synonym		
Formicinae	Camponotini	Camponotus	quadrimaculatus		valid		
Formicinae	Camponotini	Camponotus	quadrimaculatus	opacatus	valid		
Formicinae	Camponotini	Camponotus	quadrimaculatus	sellaris	valid		
Formicinae	Camponotini	Camponotus	quadrinotatus		valid		
Formicinae	Camponotini	Camponotus	quadrisectus		valid		
Formicinae	Camponotini	Camponotus	quadrisectus	hians	valid		
Formicinae	Camponotini	Camponotus	quadrisectus	margaritae	valid		
Formicinae	Camponotini	Camponotus	quercicola		valid		
Formicinae	Camponotini	Camponotus	quiriguensis		unavailable		
Formicinae	Camponotini	Camponotus	rabidus		synonym		
Formicinae	Camponotini	Camponotus	radamoides		synonym		
Formicinae	Camponotini	Camponotus	radiatus		valid		
Formicinae	Camponotini	Camponotus	radovae		valid		
Formicinae	Camponotini	Camponotus	radovae	radovaedarwinii	valid		
Formicinae	Camponotini	Camponotus	ramulorum		valid		
Formicinae	Camponotini	Camponotus	ramulorum	marcidus	valid		
Formicinae	Camponotini	Camponotus	ramulorum	mestrei	valid		
Formicinae	Camponotini	Camponotus	ramulorum	vernulus	valid		
Formicinae	Camponotini	Camponotus	rapax		valid		
Formicinae	Camponotini	Camponotus	raphaelis		valid		
Formicinae	Camponotini	Camponotus	rasilis		synonym		
Formicinae	Camponotini	Camponotus	reaumuri		valid		
Formicinae	Camponotini	Camponotus	rebeccae		valid		
Formicinae	Camponotini	Camponotus	rectangularis		valid		
Formicinae	Camponotini	Camponotus	rectangularis	aulicus	valid		
Formicinae	Camponotini	Camponotus	rectangularis	rubroniger	valid		
Formicinae	Camponotini	Camponotus	rectangularis	setipes	valid		
Formicinae	Camponotini	Camponotus	rectangularis	sordidatus	valid		
Formicinae	Camponotini	Camponotus	rectangularis	willowsi	valid		
Formicinae	Camponotini	Camponotus	rectithorax		valid		
Formicinae	Camponotini	Camponotus	rectus		synonym		
Formicinae	Camponotini	Camponotus	redtenbacheri		synonym		
Formicinae	Camponotini	Camponotus	reepeni		valid		
Formicinae	Camponotini	Camponotus	reevei		valid		
Formicinae	Camponotini	Camponotus	reichardti		valid		
Formicinae	Camponotini	Camponotus	reichenspergeri		valid		
Formicinae	Camponotini	Camponotus	reinaldi		valid		
Formicinae	Camponotini	Camponotus	renggeri		valid		
Formicinae	Camponotini	Camponotus	repens		valid		
Formicinae	Camponotini	Camponotus	reticulatus		homonym		
Formicinae	Camponotini	Camponotus	reticulatus		valid		
Formicinae	Camponotini	Camponotus	reticulatus	fullawayi	valid		
Formicinae	Camponotini	Camponotus	reticulatus	gestiens	valid		
Formicinae	Camponotini	Camponotus	reticulatus	imparilis	valid		
Formicinae	Camponotini	Camponotus	reticulatus	jagori	valid		
Formicinae	Camponotini	Camponotus	reticulatus	latitans	valid		
Formicinae	Camponotini	Camponotus	reticulatus	sericellus	valid		
Formicinae	Camponotini	Camponotus	reticulatus	yerburyi	valid		
Formicinae	Camponotini	Camponotus	rhamses		valid		
Formicinae	Camponotini	Camponotus	rhamses	completus	valid		
Formicinae	Camponotini	Camponotus	riedeli		valid		
Formicinae	Camponotini	Camponotus	riehlii		valid		
Formicinae	Camponotini	Camponotus	robecchii		valid		
Formicinae	Camponotini	Camponotus	robecchii	abyssinicus	valid		
Formicinae	Camponotini	Camponotus	robecchii	assumptionis	valid		
Formicinae	Camponotini	Camponotus	robecchii	dispar	valid		
Formicinae	Camponotini	Camponotus	robecchii	rhodesianus	valid		
Formicinae	Camponotini	Camponotus	robecchii	troglodytes	valid		
Formicinae	Camponotini	Camponotus	robertae		valid		
Formicinae	Camponotini	Camponotus	robustior		unavailable		
Formicinae	Camponotini	Camponotus	robustus		valid		
Formicinae	Camponotini	Camponotus	roeseli		valid		
Formicinae	Camponotini	Camponotus	rollei		unavailable		
Formicinae	Camponotini	Camponotus	romani		synonym		
Formicinae	Camponotini	Camponotus	romani		synonym		
Formicinae	Camponotini	Camponotus	rosariensis		valid		
Formicinae	Camponotini	Camponotus	rothneyi		valid		
Formicinae	Camponotini	Camponotus	rothneyi	krafti	valid		
Formicinae	Camponotini	Camponotus	rothneyi	makilingi	valid		
Formicinae	Camponotini	Camponotus	rothneyi	taivanae	valid		
Formicinae	Camponotini	Camponotus	rottnesti		synonym		
Formicinae	Camponotini	Camponotus	rotumanus		valid		
Formicinae	Camponotini	Camponotus	rotundata		unavailable		
Formicinae	Camponotini	Camponotus	rotundinodis		valid		
Formicinae	Camponotini	Camponotus	roubaudi		valid		
Formicinae	Camponotini	Camponotus	royi		valid		
Formicinae	Camponotini	Camponotus	rubens		synonym		
Formicinae	Camponotini	Camponotus	ruber		valid		
Formicinae	Camponotini	Camponotus	rubicolor		synonym		
Formicinae	Camponotini	Camponotus	rubidus		valid		
Formicinae	Camponotini	Camponotus	rubiginosus		valid		
Formicinae	Camponotini	Camponotus	rubripes		valid		
Formicinae	Camponotini	Camponotus	rubrithorax		valid		
Formicinae	Camponotini	Camponotus	rubrithorax	nigrithorax	valid		
Formicinae	Camponotini	Camponotus	rubrolabiatus		unavailable		
Formicinae	Camponotini	Camponotus	rudigenis		synonym		
Formicinae	Camponotini	Camponotus	rudis		valid		
Formicinae	Camponotini	Camponotus	rufescens		synonym		
Formicinae	Camponotini	Camponotus	rufescens		unresolved homonym		
Formicinae	Camponotini	Camponotus	ruficeps		homonym		
Formicinae	Camponotini	Camponotus	ruficeps		synonym		
Formicinae	Camponotini	Camponotus	ruficlypeus		unavailable		
Formicinae	Camponotini	Camponotus	ruficornis		homonym		
Formicinae	Camponotini	Camponotus	ruficornis		valid		
Formicinae	Camponotini	Camponotus	rufifemur		valid		
Formicinae	Camponotini	Camponotus	rufifemur	obscurus	valid		
Formicinae	Camponotini	Camponotus	rufifrons		valid		
Formicinae	Camponotini	Camponotus	rufifrons	leucopus	valid		
Formicinae	Camponotini	Camponotus	rufigaster		valid		
Formicinae	Camponotini	Camponotus	rufigenis		unavailable		
Formicinae	Camponotini	Camponotus	rufinasis		synonym		
Formicinae	Camponotini	Camponotus	rufipes		valid		
Formicinae	Camponotini	Camponotus	rufiventris		synonym		
Formicinae	Camponotini	Camponotus	rufogaster		synonym		
Formicinae	Camponotini	Camponotus	rufoglaucus		valid		
Formicinae	Camponotini	Camponotus	rufoglaucus	controversus	valid		
Formicinae	Camponotini	Camponotus	rufoglaucus	feae	valid		
Formicinae	Camponotini	Camponotus	rufoglaucus	latericius	valid		
Formicinae	Camponotini	Camponotus	rufoglaucus	syphax	valid		
Formicinae	Camponotini	Camponotus	rufoglaucus	tenuis	valid		
Formicinae	Camponotini	Camponotus	rufoglaucus	zanzibaricus	valid		
Formicinae	Camponotini	Camponotus	rufoglaucus	zulu	valid		
Formicinae	Camponotini	Camponotus	rufonigrus		valid		
Formicinae	Camponotini	Camponotus	rufus		valid		
Formicinae	Camponotini	Camponotus	rugosior		unavailable		
Formicinae	Camponotini	Camponotus	rusticus		valid		
Formicinae	Camponotini	Camponotus	ruzskyellus		synonym		
Formicinae	Camponotini	Camponotus	ruzskyi		synonym		
Formicinae	Camponotini	Camponotus	ruzskyi		synonym		
Formicinae	Camponotini	Camponotus	sacchii		valid		
Formicinae	Camponotini	Camponotus	sachalinensis		valid		
Formicinae	Camponotini	Camponotus	saharensis		unavailable		
Formicinae	Camponotini	Camponotus	sahlbergi		synonym		
Formicinae	Camponotini	Camponotus	salvini		valid		
Formicinae	Camponotini	Camponotus	samius		valid		
Formicinae	Camponotini	Camponotus	samoaensis		unavailable		
Formicinae	Camponotini	Camponotus	samueli		valid		
Formicinae	Camponotini	Camponotus	sanctaecrucis		synonym		
Formicinae	Camponotini	Camponotus	sanctaefidei		valid		
Formicinae	Camponotini	Camponotus	sanctaefidei	convexinodis	valid		
Formicinae	Camponotini	Camponotus	sanctaefidei	coronatus	valid		
Formicinae	Camponotini	Camponotus	sanctaefidei	hondurianus	valid		
Formicinae	Camponotini	Camponotus	sanctaefidei	leonhardi	valid		
Formicinae	Camponotini	Camponotus	sanctaefidei	weberi	valid		
Formicinae	Camponotini	Camponotus	sanctoides		unavailable		
Formicinae	Camponotini	Camponotus	sanctus		valid		
Formicinae	Camponotini	Camponotus	sanguinea		homonym		
Formicinae	Camponotini	Camponotus	sanguinea		homonym		
Formicinae	Camponotini	Camponotus	sanguinea		synonym		
Formicinae	Camponotini	Camponotus	sanguinifrons		valid		
Formicinae	Camponotini	Camponotus	sankisianus		valid		
Formicinae	Camponotini	Camponotus	sannini		valid		
Formicinae	Camponotini	Camponotus	sansabeanus		valid		
Formicinae	Camponotini	Camponotus	santacruziana		synonym		
Formicinae	Camponotini	Camponotus	santosi		valid		
Formicinae	Camponotini	Camponotus	santosi	pazosi	valid		
Formicinae	Camponotini	Camponotus	sarmentus		synonym		
Formicinae	Camponotini	Camponotus	satan		valid		
Formicinae	Camponotini	Camponotus	saundersi		valid		
Formicinae	Camponotini	Camponotus	saundersi	krama	valid		
Formicinae	Camponotini	Camponotus	saussurei		synonym		fossil
Formicinae	Camponotini	Camponotus	saussurei		valid		
Formicinae	Camponotini	Camponotus	saxatileaterrimmus		unavailable		
Formicinae	Camponotini	Camponotus	saxatilis		valid		
Formicinae	Camponotini	Camponotus	sayi		valid		
Formicinae	Camponotini	Camponotus	scabrinodis		valid		
Formicinae	Camponotini	Camponotus	scalaris		valid		
Formicinae	Camponotini	Camponotus	schaefferi		valid		
Formicinae	Camponotini	Camponotus	scheffleri		unavailable		
Formicinae	Camponotini	Camponotus	schencki		synonym		
Formicinae	Camponotini	Camponotus	schereri		synonym		
Formicinae	Camponotini	Camponotus	schmeltzi		valid		
Formicinae	Camponotini	Camponotus	schmeltzi	kadi	valid		
Formicinae	Camponotini	Camponotus	schmeltzi	loloma	valid		
Formicinae	Camponotini	Camponotus	schmeltzi	trotteri	valid		
Formicinae	Camponotini	Camponotus	schmeltzii		synonym	Camponotus schmeltzi	
Formicinae	Camponotini	Camponotus	schmitzi		valid		
Formicinae	Camponotini	Camponotus	schneei		valid		
Formicinae	Camponotini	Camponotus	schoedli		valid		
Formicinae	Camponotini	Camponotus	schoutedeni		valid		
Formicinae	Camponotini	Camponotus	schultzei		synonym		
Formicinae	Camponotini	Camponotus	schweinfurti		unavailable		
Formicinae	Camponotini	Camponotus	scintillans		synonym		
Formicinae	Camponotini	Camponotus	scipio		valid		
Formicinae	Camponotini	Camponotus	scipio	insignis	valid		
Formicinae	Camponotini	Camponotus	scissus		valid		
Formicinae	Camponotini	Camponotus	scotti		valid		
Formicinae	Camponotini	Camponotus	scratius		valid		
Formicinae	Camponotini	Camponotus	scratius	nuntius	valid		
Formicinae	Camponotini	Camponotus	scrobifer		synonym		
Formicinae	Camponotini	Camponotus	sculptor		valid		
Formicinae	Camponotini	Camponotus	scutellus		synonym		
Formicinae	Camponotini	Camponotus	sedulus		valid		
Formicinae	Camponotini	Camponotus	selene		valid		
Formicinae	Camponotini	Camponotus	selene	obtusatus	valid		
Formicinae	Camponotini	Camponotus	sellidorsatus		valid		
Formicinae	Camponotini	Camponotus	semicarinata		synonym		
Formicinae	Camponotini	Camponotus	semiceps		unavailable		
Formicinae	Camponotini	Camponotus	semipunctata		synonym		
Formicinae	Camponotini	Camponotus	semirex		unavailable		
Formicinae	Camponotini	Camponotus	semirufus		valid		
Formicinae	Camponotini	Camponotus	semispicatus		synonym		
Formicinae	Camponotini	Camponotus	semitestaceus		valid		
Formicinae	Camponotini	Camponotus	semoni		valid		
Formicinae	Camponotini	Camponotus	senex		valid		
Formicinae	Camponotini	Camponotus	senilis		synonym		
Formicinae	Camponotini	Camponotus	septentrionalis		unidentifiable		
Formicinae	Camponotini	Camponotus	sericatus		valid		
Formicinae	Camponotini	Camponotus	sericeiventris		valid		
Formicinae	Camponotini	Camponotus	sericeiventris	holmgreni	valid		
Formicinae	Camponotini	Camponotus	sericeiventris	otoquensis	valid		
Formicinae	Camponotini	Camponotus	sericeiventris	pontifex	valid		
Formicinae	Camponotini	Camponotus	sericeiventris	rex	valid		
Formicinae	Camponotini	Camponotus	sericeiventris	satrapus	valid		
Formicinae	Camponotini	Camponotus	sericeoopaciventris		unavailable		
Formicinae	Camponotini	Camponotus	sericeus		valid		
Formicinae	Camponotini	Camponotus	sericeus	euchrous	valid		
Formicinae	Camponotini	Camponotus	sericeus	peguensis	valid		
Formicinae	Camponotini	Camponotus	sericeus	sanguiniceps	valid		
Formicinae	Camponotini	Camponotus	sericeus	sulgeri	valid		
Formicinae	Camponotini	Camponotus	serotinus		valid		
Formicinae	Camponotini	Camponotus	sesquipedalis		valid		
Formicinae	Camponotini	Camponotus	setitibia		valid		
Formicinae	Camponotini	Camponotus	setosus		valid		
Formicinae	Camponotini	Camponotus	seurati		valid		
Formicinae	Camponotini	Camponotus	severini		valid		
Formicinae	Camponotini	Camponotus	sexguttatus		valid		
Formicinae	Camponotini	Camponotus	sexguttatus	albotaeniolatus	valid		
Formicinae	Camponotini	Camponotus	sexguttatus	antiguanus	valid		
Formicinae	Camponotini	Camponotus	sexguttatus	basirectus	valid		
Formicinae	Camponotini	Camponotus	sexguttatus	biguttatus	valid		
Formicinae	Camponotini	Camponotus	sexguttatus	decorus	valid		
Formicinae	Camponotini	Camponotus	sexguttatus	montserratensis	valid		
Formicinae	Camponotini	Camponotus	sexguttatus	ornatus	valid		
Formicinae	Camponotini	Camponotus	sexguttatus	perturbans	valid		
Formicinae	Camponotini	Camponotus	sexguttatus	unitaeniatus	valid		
Formicinae	Camponotini	Camponotus	sexpunctatus		valid		
Formicinae	Camponotini	Camponotus	shanwangensis		valid		fossil
Formicinae	Camponotini	Camponotus	shaqualavensis		valid		
Formicinae	Camponotini	Camponotus	shitkowi		synonym		
Formicinae	Camponotini	Camponotus	shohki		valid		
Formicinae	Camponotini	Camponotus	sibreei		valid		
Formicinae	Camponotini	Camponotus	sicheli		valid		
Formicinae	Camponotini	Camponotus	sicheli	niger	valid		
Formicinae	Camponotini	Camponotus	siemsseni		valid		
Formicinae	Camponotini	Camponotus	siggii		synonym		
Formicinae	Camponotini	Camponotus	sikorai		valid		
Formicinae	Camponotini	Camponotus	silvestrii		valid		
Formicinae	Camponotini	Camponotus	silvicola		valid		
Formicinae	Camponotini	Camponotus	similis		homonym		
Formicinae	Camponotini	Camponotus	similis		recombined		
Formicinae	Camponotini	Camponotus	simillimum		synonym	Camponotus simillimus	
Formicinae	Camponotini	Camponotus	simillimus		valid		
Formicinae	Camponotini	Camponotus	simillimus	atratior	valid		
Formicinae	Camponotini	Camponotus	simillimus	indianus	valid		
Formicinae	Camponotini	Camponotus	simillimus	riograndensis	valid		
Formicinae	Camponotini	Camponotus	simoni		valid		
Formicinae	Camponotini	Camponotus	simpsoni		valid		
Formicinae	Camponotini	Camponotus	simulans		valid		
Formicinae	Camponotini	Camponotus	simulator		valid		
Formicinae	Camponotini	Camponotus	simus		valid		
Formicinae	Camponotini	Camponotus	simus	manidis	valid		
Formicinae	Camponotini	Camponotus	sinaiticus		valid		
Formicinae	Camponotini	Camponotus	singularis		valid		
Formicinae	Camponotini	Camponotus	singularis	rufomaculatus	valid		
Formicinae	Camponotini	Camponotus	sklarus		valid		
Formicinae	Camponotini	Camponotus	smithi		synonym		
Formicinae	Camponotini	Camponotus	smithianus		valid		
Formicinae	Camponotini	Camponotus	snellingi		valid		
Formicinae	Camponotini	Camponotus	socius		valid		
Formicinae	Camponotini	Camponotus	socorroensis		valid		
Formicinae	Camponotini	Camponotus	socrates		valid		
Formicinae	Camponotini	Camponotus	solenobius		valid		
Formicinae	Camponotini	Camponotus	solon		valid		
Formicinae	Camponotini	Camponotus	solon	chiton	valid		
Formicinae	Camponotini	Camponotus	solon	jugurtha	valid		
Formicinae	Camponotini	Camponotus	somalinus		valid		
Formicinae	Camponotini	Camponotus	somalinus	curtior	valid		
Formicinae	Camponotini	Camponotus	somalinus	pattensis	valid		
Formicinae	Camponotini	Camponotus	sommeri		valid		
Formicinae	Camponotini	Camponotus	spagnolinii		synonym		
Formicinae	Camponotini	Camponotus	spahis		unavailable		
Formicinae	Camponotini	Camponotus	spanis		valid		
Formicinae	Camponotini	Camponotus	spenceri		valid		
Formicinae	Camponotini	Camponotus	sphaericus		valid		
Formicinae	Camponotini	Camponotus	sphaericus	cardini	valid		
Formicinae	Camponotini	Camponotus	sphaericus	rufipilis	valid		
Formicinae	Camponotini	Camponotus	sphaericus	sphaeralis	valid		
Formicinae	Camponotini	Camponotus	sphenocephalus		valid		
Formicinae	Camponotini	Camponotus	sphenoidalis		valid		
Formicinae	Camponotini	Camponotus	spinitarsus		valid		
Formicinae	Camponotini	Camponotus	spinolae		valid		
Formicinae	Camponotini	Camponotus	spissinodis		valid		
Formicinae	Camponotini	Camponotus	splendidus		recombined		
Formicinae	Camponotini	Camponotus	sponsorum		valid		
Formicinae	Camponotini	Camponotus	spurcus		synonym		
Formicinae	Camponotini	Camponotus	staryi		valid		
Formicinae	Camponotini	Camponotus	stefani		valid		
Formicinae	Camponotini	Camponotus	stercorarius		synonym		
Formicinae	Camponotini	Camponotus	storeatus		valid		
Formicinae	Camponotini	Camponotus	strangulatus		valid		
Formicinae	Camponotini	Camponotus	striatipes		valid		
Formicinae	Camponotini	Camponotus	striatus		valid		
Formicinae	Camponotini	Camponotus	strictus		valid		
Formicinae	Camponotini	Camponotus	subbarbatus		valid		
Formicinae	Camponotini	Camponotus	subcircularis		valid		
Formicinae	Camponotini	Camponotus	sublautus		synonym		
Formicinae	Camponotini	Camponotus	subnitidus		valid		
Formicinae	Camponotini	Camponotus	subnitidus	famelicus	valid		
Formicinae	Camponotini	Camponotus	subnitidus	longinodis	valid		
Formicinae	Camponotini	Camponotus	subpilus		valid		
Formicinae	Camponotini	Camponotus	subrostrata		unavailable		
Formicinae	Camponotini	Camponotus	subrufescens		synonym		
Formicinae	Camponotini	Camponotus	substitutus		valid		
Formicinae	Camponotini	Camponotus	substitutus	pullulus	valid		
Formicinae	Camponotini	Camponotus	subtilis		valid		
Formicinae	Camponotini	Camponotus	subtruncatus		valid		
Formicinae	Camponotini	Camponotus	succinipes		unavailable		
Formicinae	Camponotini	Camponotus	sucki		valid		
Formicinae	Camponotini	Camponotus	sudanicus		synonym		
Formicinae	Camponotini	Camponotus	sudanicus		unavailable		
Formicinae	Camponotini	Camponotus	suffusus		valid		
Formicinae	Camponotini	Camponotus	suffusus	bendigensis	valid		
Formicinae	Camponotini	Camponotus	sylvaticoaethiops		synonym		
Formicinae	Camponotini	Camponotus	sylvaticocognatus		unavailable		
Formicinae	Camponotini	Camponotus	sylvaticoides		synonym		
Formicinae	Camponotini	Camponotus	sylvaticus		valid		
Formicinae	Camponotini	Camponotus	sylvaticus	basalis	valid		
Formicinae	Camponotini	Camponotus	sylvaticus	paradichrous	valid		
Formicinae	Camponotini	Camponotus	sympatrica		unavailable		
Formicinae	Camponotini	Camponotus	tacitus		unavailable		
Formicinae	Camponotini	Camponotus	tacuruensis		synonym		
Formicinae	Camponotini	Camponotus	taeniatus		synonym		
Formicinae	Camponotini	Camponotus	tahatensis		valid		
Formicinae	Camponotini	Camponotus	taino		valid		
Formicinae	Camponotini	Camponotus	taipingensis		valid		
Formicinae	Camponotini	Camponotus	tambourinensis		unavailable		
Formicinae	Camponotini	Camponotus	tameri		valid		
Formicinae	Camponotini	Camponotus	taniae		valid		
Formicinae	Camponotini	Camponotus	tanquaryi		synonym		
Formicinae	Camponotini	Camponotus	tashcumiri		valid		
Formicinae	Camponotini	Camponotus	tasmani		valid		
Formicinae	Camponotini	Camponotus	tauricollis		valid		
Formicinae	Camponotini	Camponotus	tejonia		unidentifiable		
Formicinae	Camponotini	Camponotus	tenuipes		valid		
Formicinae	Camponotini	Camponotus	tenuipubens		synonym		
Formicinae	Camponotini	Camponotus	tenuiscapus		valid		
Formicinae	Camponotini	Camponotus	tenutina		unavailable		
Formicinae	Camponotini	Camponotus	tephronotus		unavailable		
Formicinae	Camponotini	Camponotus	tepicanus		valid		
Formicinae	Camponotini	Camponotus	teranishii		synonym		
Formicinae	Camponotini	Camponotus	terbimaculatus		valid		
Formicinae	Camponotini	Camponotus	terebrans		valid		
Formicinae	Camponotini	Camponotus	tergestinus		valid		
Formicinae	Camponotini	Camponotus	termitarius		valid		
Formicinae	Camponotini	Camponotus	terricola		valid		
Formicinae	Camponotini	Camponotus	territus		valid		
Formicinae	Camponotini	Camponotus	testacea		homonym		
Formicinae	Camponotini	Camponotus	testaceipes		synonym		
Formicinae	Camponotini	Camponotus	testaceus		valid		
Formicinae	Camponotini	Camponotus	texanus		valid		
Formicinae	Camponotini	Camponotus	texens		valid		
Formicinae	Camponotini	Camponotus	textor		valid		
Formicinae	Camponotini	Camponotus	thadeus		valid		
Formicinae	Camponotini	Camponotus	thales		valid		
Formicinae	Camponotini	Camponotus	theobaldi		valid		fossil
Formicinae	Camponotini	Camponotus	thomasseti		valid		
Formicinae	Camponotini	Camponotus	thomensis		synonym		
Formicinae	Camponotini	Camponotus	thoracicus		unresolved homonym		
Formicinae	Camponotini	Camponotus	thraso		valid		
Formicinae	Camponotini	Camponotus	thraso	agricola	valid		
Formicinae	Camponotini	Camponotus	thraso	assabensis	valid		
Formicinae	Camponotini	Camponotus	thraso	diogenes	valid		
Formicinae	Camponotini	Camponotus	thraso	montinanus	valid		
Formicinae	Camponotini	Camponotus	thraso	nefasitensis	valid		
Formicinae	Camponotini	Camponotus	thraso	negus	valid		
Formicinae	Camponotini	Camponotus	thysanopus		valid		
Formicinae	Camponotini	Camponotus	tichomirovi		synonym		
Formicinae	Camponotini	Camponotus	tilhoi		valid		
Formicinae	Camponotini	Camponotus	timidus		unresolved homonym		
Formicinae	Camponotini	Camponotus	tokioensis		synonym		
Formicinae	Camponotini	Camponotus	tokunagai		valid		fossil
Formicinae	Camponotini	Camponotus	tokyoensis		homonym		
Formicinae	Camponotini	Camponotus	tomentosa		synonym		
Formicinae	Camponotini	Camponotus	tonduzi		valid		
Formicinae	Camponotini	Camponotus	tonkinus		valid		
Formicinae	Camponotini	Camponotus	torrefactus		synonym		
Formicinae	Camponotini	Camponotus	torrei		valid		
Formicinae	Camponotini	Camponotus	tortuganus		valid		
Formicinae	Camponotini	Camponotus	toussainti		valid		
Formicinae	Camponotini	Camponotus	traegaordhi		valid		
Formicinae	Camponotini	Camponotus	traegaordhi	fumeus	valid		
Formicinae	Camponotini	Camponotus	traili		valid		
Formicinae	Camponotini	Camponotus	trajanus		valid		
Formicinae	Camponotini	Camponotus	transcaucasicus		unavailable		
Formicinae	Camponotini	Camponotus	transilis		unavailable		
Formicinae	Camponotini	Camponotus	transitoria		unavailable		
Formicinae	Camponotini	Camponotus	transvaalensis		valid		
Formicinae	Camponotini	Camponotus	transvaalensis	griqua	valid		
Formicinae	Camponotini	Camponotus	transvaalensis	prinsi	valid		
Formicinae	Camponotini	Camponotus	transvectus		synonym		
Formicinae	Camponotini	Camponotus	trapeziceps		valid		
Formicinae	Camponotini	Camponotus	trapeziceps	prosaicus	valid		
Formicinae	Camponotini	Camponotus	trapezoideus		valid		
Formicinae	Camponotini	Camponotus	trepidulus		valid		
Formicinae	Camponotini	Camponotus	tricolor		homonym		
Formicinae	Camponotini	Camponotus	tricolor		valid		
Formicinae	Camponotini	Camponotus	tricoloratus		valid		
Formicinae	Camponotini	Camponotus	trietericus		valid		
Formicinae	Camponotini	Camponotus	trifasciatus		valid		
Formicinae	Camponotini	Camponotus	triodiae		valid		
Formicinae	Camponotini	Camponotus	tripartitus		valid		
Formicinae	Camponotini	Camponotus	tristis		valid		
Formicinae	Camponotini	Camponotus	triton		valid		
Formicinae	Camponotini	Camponotus	tritschleri		valid		
Formicinae	Camponotini	Camponotus	truebi		valid		
Formicinae	Camponotini	Camponotus	truebi	arnoldi	valid		
Formicinae	Camponotini	Camponotus	truebi	genaiai	valid		
Formicinae	Camponotini	Camponotus	truncatus		valid		
Formicinae	Camponotini	Camponotus	tuckeri		synonym		
Formicinae	Camponotini	Camponotus	tumidus		valid		
Formicinae	Camponotini	Camponotus	tunetica		unavailable		
Formicinae	Camponotini	Camponotus	turkestanicocognatus		unavailable		
Formicinae	Camponotini	Camponotus	turkestanicus		valid		
Formicinae	Camponotini	Camponotus	turkestanus		valid		
Formicinae	Camponotini	Camponotus	ulcerosus		valid		
Formicinae	Camponotini	Camponotus	ulei		valid		
Formicinae	Camponotini	Camponotus	ullrichi		valid		fossil
Formicinae	Camponotini	Camponotus	ulvarum		valid		
Formicinae	Camponotini	Camponotus	ulysses		synonym		
Formicinae	Camponotini	Camponotus	universitatis		valid		
Formicinae	Camponotini	Camponotus	urichi		valid		
Formicinae	Camponotini	Camponotus	urichi	folicola	valid		
Formicinae	Camponotini	Camponotus	urichi	sculnus	valid		
Formicinae	Camponotini	Camponotus	urichii		synonym	Camponotus urichi	
Formicinae	Camponotini	Camponotus	ursus		valid		
Formicinae	Camponotini	Camponotus	ustithorax		unavailable		
Formicinae	Camponotini	Camponotus	ustulatus		synonym		
Formicinae	Camponotini	Camponotus	ustus		valid		
Formicinae	Camponotini	Camponotus	vafer		valid		
Formicinae	Camponotini	Camponotus	vagulus		valid		
Formicinae	Camponotini	Camponotus	vagus		valid		
Formicinae	Camponotini	Camponotus	vagus	ifranensis	valid		
Formicinae	Camponotini	Camponotus	vagusherculeanus		unavailable		
Formicinae	Camponotini	Camponotus	valdeziae		valid		
Formicinae	Camponotini	Camponotus	vanispinus		valid		
Formicinae	Camponotini	Camponotus	varians		valid		
Formicinae	Camponotini	Camponotus	variegatus		valid		
Formicinae	Camponotini	Camponotus	variegatus	ambonensis	valid		
Formicinae	Camponotini	Camponotus	variegatus	bacchus	valid		
Formicinae	Camponotini	Camponotus	variegatus	batta	valid		
Formicinae	Camponotini	Camponotus	variegatus	cleon	valid		
Formicinae	Camponotini	Camponotus	variegatus	comottoi	valid		
Formicinae	Camponotini	Camponotus	variegatus	crassinodis	valid		
Formicinae	Camponotini	Camponotus	variegatus	dulcis	valid		
Formicinae	Camponotini	Camponotus	variegatus	flavotestaceus	valid		
Formicinae	Camponotini	Camponotus	variegatus	fuscithorax	valid		
Formicinae	Camponotini	Camponotus	variegatus	infuscus	valid		
Formicinae	Camponotini	Camponotus	variegatus	intrans	valid		
Formicinae	Camponotini	Camponotus	variegatus	proles	valid		
Formicinae	Camponotini	Camponotus	variegatus	somnificus	valid		
Formicinae	Camponotini	Camponotus	variegatus	stenonotus	valid		
Formicinae	Camponotini	Camponotus	varius		valid		
Formicinae	Camponotini	Camponotus	varus		valid		
Formicinae	Camponotini	Camponotus	vehemens		valid		fossil
Formicinae	Camponotini	Camponotus	velox		valid		
Formicinae	Camponotini	Camponotus	velutinus		synonym		
Formicinae	Camponotini	Camponotus	ventralis		synonym		
Formicinae	Camponotini	Camponotus	venustus		synonym		
Formicinae	Camponotini	Camponotus	versicolor		valid		
Formicinae	Camponotini	Camponotus	vertex		unavailable		
Formicinae	Camponotini	Camponotus	vespertinus		valid		
Formicinae	Camponotini	Camponotus	vestita		synonym		
Formicinae	Camponotini	Camponotus	vestitus		valid		
Formicinae	Camponotini	Camponotus	vestitus	anthracinus	valid		
Formicinae	Camponotini	Camponotus	vestitus	bombycinus	valid		
Formicinae	Camponotini	Camponotus	vestitus	comptus	valid		
Formicinae	Camponotini	Camponotus	vestitus	intuens	valid		
Formicinae	Camponotini	Camponotus	vestitus	lujai	valid		
Formicinae	Camponotini	Camponotus	vestitus	pectitus	valid		
Formicinae	Camponotini	Camponotus	vestitus	perpectitus	valid		
